QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3,Amount,QTY
2017Q01,Sales Revenue,Hot Blanket,"","",,
2017Q01,Sales Revenue,Kitty Box,"","",,
2017Q01,Sales Revenue,Maxi Dog,"","",,
2017Q01,Sales Revenue,Muis Huis,"","",,
2017Q01,Sales Revenue,Water Jug,"","",,
2016Q04,Cost of Sales,Hot Blanket,"","",,
2016Q04,Cost of Sales,Kitty Box,"","",,
2016Q04,Cost of Sales,Maxi Dog,"","",,
2016Q04,Cost of Sales,Muis Huis,"","",,
2016Q04,Cost of Sales,Water Jug,"","",,
2016Q04,EXPENSES,Adminstrative,Depreciation,"",,
2016Q04,EXPENSES,Adminstrative,Insurance,"",,
2016Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
2016Q04,EXPENSES,Adminstrative,Outside services,"",,
2016Q04,EXPENSES,Adminstrative,Rent,"",,
2016Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2016Q04,EXPENSES,Adminstrative,Supplies,"",,
2016Q04,EXPENSES,Adminstrative,Telephone,"",,
2016Q04,EXPENSES,Adminstrative,Utilities,"",,
2016Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2016Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2016Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2016Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2016Q04,EXPENSES,Development,Patents,"",,
2016Q04,EXPENSES,Development,Technology Rental,"",,
2016Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2016Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2016Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2016Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2016Q04,Non-Operation Income,Gifts and Dotions,"","",,
2016Q04,Non-Operation Income,Interest,"","",,
2016Q04,Non-Operation Income,Other Income,"","",,
2016Q04,Non-Operation Income,Rental,"","",,
2016Q04,Sales Revenue,Hot Blanket,"","",,
2016Q04,Sales Revenue,Kitty Box,"","",,
2016Q04,Sales Revenue,Maxi Dog,"","",,
2016Q04,Sales Revenue,Muis Huis,"","",,
2016Q04,Sales Revenue,Water Jug,"","",,
2016Q03,Cost of Sales,Hot Blanket,"","",,
2016Q03,Cost of Sales,Kitty Box,"","",,
2016Q03,Cost of Sales,Maxi Dog,"","",,
2016Q03,Cost of Sales,Muis Huis,"","",,
2016Q03,Cost of Sales,Water Jug,"","",,
2016Q03,EXPENSES,Adminstrative,Depreciation,"",,
2016Q03,EXPENSES,Adminstrative,Insurance,"",,
2016Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2016Q03,EXPENSES,Adminstrative,Outside services,"",,
2016Q03,EXPENSES,Adminstrative,Rent,"",,
2016Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2016Q03,EXPENSES,Adminstrative,Supplies,"",,
2016Q03,EXPENSES,Adminstrative,Telephone,"",,
2016Q03,EXPENSES,Adminstrative,Utilities,"",,
2016Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2016Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2016Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2016Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2016Q03,EXPENSES,Development,Patents,"",,
2016Q03,EXPENSES,Development,Technology Rental,"",,
2016Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2016Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2016Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2016Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2016Q03,Non-Operation Income,Gifts and Dotions,"","",,
2016Q03,Non-Operation Income,Interest,"","",,
2016Q03,Non-Operation Income,Other Income,"","",,
2016Q03,Non-Operation Income,Rental,"","",,
2016Q03,Sales Revenue,Hot Blanket,"","",,
2016Q03,Sales Revenue,Kitty Box,"","",,
2016Q03,Sales Revenue,Maxi Dog,"","",,
2016Q03,Sales Revenue,Muis Huis,"","",,
2016Q03,Sales Revenue,Water Jug,"","",,
2016Q02,Cost of Sales,Hot Blanket,"","",,
2016Q02,Cost of Sales,Kitty Box,"","",,
2016Q02,Cost of Sales,Maxi Dog,"","",,
2016Q02,Cost of Sales,Muis Huis,"","",,
2016Q02,Cost of Sales,Water Jug,"","",,
2016Q02,EXPENSES,Adminstrative,Depreciation,"",,
2016Q02,EXPENSES,Adminstrative,Insurance,"",,
2016Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2016Q02,EXPENSES,Adminstrative,Outside services,"",,
2016Q02,EXPENSES,Adminstrative,Rent,"",,
2016Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2016Q02,EXPENSES,Adminstrative,Supplies,"",,
2016Q02,EXPENSES,Adminstrative,Telephone,"",,
2016Q02,EXPENSES,Adminstrative,Utilities,"",,
2016Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2016Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2016Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2016Q02,EXPENSES,Adminstrative,Web site maintence,"",,
2016Q02,EXPENSES,Development,Patents,"",,
2016Q02,EXPENSES,Development,Technology Rental,"",,
2016Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2016Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2016Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2016Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2016Q02,Non-Operation Income,Gifts and Dotions,"","",,
2016Q02,Non-Operation Income,Interest,"","",,
2016Q02,Non-Operation Income,Other Income,"","",,
2016Q02,Non-Operation Income,Rental,"","",,
2016Q02,Sales Revenue,Hot Blanket,"","",,
2016Q02,Sales Revenue,Kitty Box,"","",,
2016Q02,Sales Revenue,Maxi Dog,"","",,
2016Q02,Sales Revenue,Muis Huis,"","",,
2016Q02,Sales Revenue,Water Jug,"","",,
2016Q01,Cost of Sales,Hot Blanket,"","",,
2016Q01,Cost of Sales,Kitty Box,"","",,
2016Q01,Cost of Sales,Maxi Dog,"","",,
2016Q01,Cost of Sales,Muis Huis,"","",,
2016Q01,Cost of Sales,Water Jug,"","",,
2016Q01,EXPENSES,Adminstrative,Depreciation,"",,
2016Q01,EXPENSES,Adminstrative,Insurance,"",,
2016Q01,EXPENSES,Adminstrative,Meals and entertainment,"",,
2016Q01,EXPENSES,Adminstrative,Outside services,"",,
2016Q01,EXPENSES,Adminstrative,Rent,"",,
2016Q01,EXPENSES,Adminstrative,Repairs and maintence,"",,
2016Q01,EXPENSES,Adminstrative,Supplies,"",,
2016Q01,EXPENSES,Adminstrative,Telephone,"",,
2016Q01,EXPENSES,Adminstrative,Utilities,"",,
2016Q01,EXPENSES,Adminstrative,Wages and salaries,"",,
2016Q01,EXPENSES,Adminstrative,Web site consultancy,"",,
2016Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2016Q01,EXPENSES,Adminstrative,Web site maintence,"",,
2016Q01,EXPENSES,Development,Patents,"",,
2016Q01,EXPENSES,Development,Technology Rental,"",,
2016Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2016Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2016Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2016Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2016Q01,Non-Operation Income,Gifts and Dotions,"","",,
2016Q01,Non-Operation Income,Interest,"","",,
2016Q01,Non-Operation Income,Other Income,"","",,
2016Q01,Non-Operation Income,Rental,"","",,
2016Q01,Sales Revenue,Hot Blanket,"","",,
2016Q01,Sales Revenue,Kitty Box,"","",,
2016Q01,Sales Revenue,Maxi Dog,"","",,
2016Q01,Sales Revenue,Muis Huis,"","",,
2016Q01,Sales Revenue,Water Jug,"","",,
2015Q04,Cost of Sales,Hot Blanket,"","",,
2015Q04,Cost of Sales,Kitty Box,"","",,
2015Q04,Cost of Sales,Maxi Dog,"","",,
2015Q04,Cost of Sales,Muis Huis,"","",,
2015Q04,Cost of Sales,Water Jug,"","",,
2015Q04,EXPENSES,Adminstrative,Depreciation,"",,
2015Q04,EXPENSES,Adminstrative,Insurance,"",,
2015Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
2015Q04,EXPENSES,Adminstrative,Outside services,"",,
2015Q04,EXPENSES,Adminstrative,Rent,"",,
2015Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2015Q04,EXPENSES,Adminstrative,Supplies,"",,
2015Q04,EXPENSES,Adminstrative,Telephone,"",,
2015Q04,EXPENSES,Adminstrative,Utilities,"",,
2015Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2015Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2015Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2015Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2015Q04,EXPENSES,Development,Patents,"",,
2015Q04,EXPENSES,Development,Technology Rental,"",,
2015Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2015Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2015Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2015Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2015Q04,Non-Operation Income,Gifts and Dotions,"","",,
2015Q04,Non-Operation Income,Interest,"","",,
2015Q04,Non-Operation Income,Other Income,"","",,
2015Q04,Non-Operation Income,Rental,"","",,
2015Q04,Sales Revenue,Hot Blanket,"","",,
2015Q04,Sales Revenue,Kitty Box,"","",,
2015Q04,Sales Revenue,Maxi Dog,"","",,
2015Q04,Sales Revenue,Muis Huis,"","",,
2015Q04,Sales Revenue,Water Jug,"","",,
2015Q03,Cost of Sales,Hot Blanket,"","",,
2015Q03,Cost of Sales,Kitty Box,"","",,
2015Q03,Cost of Sales,Maxi Dog,"","",,
2015Q03,Cost of Sales,Muis Huis,"","",,
2015Q03,Cost of Sales,Water Jug,"","",,
2015Q03,EXPENSES,Adminstrative,Depreciation,"",,
2015Q03,EXPENSES,Adminstrative,Insurance,"",,
2015Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2015Q03,EXPENSES,Adminstrative,Outside services,"",,
2015Q03,EXPENSES,Adminstrative,Rent,"",,
2015Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2015Q03,EXPENSES,Adminstrative,Supplies,"",,
2015Q03,EXPENSES,Adminstrative,Telephone,"",,
2015Q03,EXPENSES,Adminstrative,Utilities,"",,
2015Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2015Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2015Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2015Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2015Q03,EXPENSES,Development,Patents,"",,
2015Q03,EXPENSES,Development,Technology Rental,"",,
2015Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2015Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2015Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2015Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2015Q03,Non-Operation Income,Gifts and Dotions,"","",,
2015Q03,Non-Operation Income,Interest,"","",,
2015Q03,Non-Operation Income,Other Income,"","",,
2015Q03,Non-Operation Income,Rental,"","",,
2015Q03,Sales Revenue,Hot Blanket,"","",,
2015Q03,Sales Revenue,Kitty Box,"","",,
2015Q03,Sales Revenue,Maxi Dog,"","",,
2015Q03,Sales Revenue,Muis Huis,"","",,
2015Q03,Sales Revenue,Water Jug,"","",,
2015Q02,Cost of Sales,Hot Blanket,"","",,
2015Q02,Cost of Sales,Kitty Box,"","",,
2015Q02,Cost of Sales,Maxi Dog,"","",,
2015Q02,Cost of Sales,Muis Huis,"","",,
2015Q02,Cost of Sales,Water Jug,"","",,
2015Q02,EXPENSES,Adminstrative,Depreciation,"",,
2015Q02,EXPENSES,Adminstrative,Insurance,"",,
2015Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2015Q02,EXPENSES,Adminstrative,Outside services,"",,
2015Q02,EXPENSES,Adminstrative,Rent,"",,
2015Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2015Q02,EXPENSES,Adminstrative,Supplies,"",,
2015Q02,EXPENSES,Adminstrative,Telephone,"",,
2015Q02,EXPENSES,Adminstrative,Utilities,"",,
2015Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2015Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2015Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2015Q02,EXPENSES,Adminstrative,Web site maintence,"",,
2015Q02,EXPENSES,Development,Patents,"",,
2015Q02,EXPENSES,Development,Technology Rental,"",,
2015Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2015Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2015Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2015Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2015Q02,Non-Operation Income,Gifts and Dotions,"","",,
2015Q02,Non-Operation Income,Interest,"","",,
2015Q02,Non-Operation Income,Other Income,"","",,
2015Q02,Non-Operation Income,Rental,"","",,
2015Q02,Sales Revenue,Hot Blanket,"","",,
2015Q02,Sales Revenue,Kitty Box,"","",,
2015Q02,Sales Revenue,Maxi Dog,"","",,
2015Q02,Sales Revenue,Muis Huis,"","",,
2015Q02,Sales Revenue,Water Jug,"","",,
2015Q01,Cost of Sales,Hot Blanket,"","",,
2015Q01,Cost of Sales,Kitty Box,"","",,
2015Q01,Cost of Sales,Maxi Dog,"","",,
2015Q01,Cost of Sales,Muis Huis,"","",,
2015Q01,Cost of Sales,Water Jug,"","",,
2015Q01,EXPENSES,Adminstrative,Depreciation,"",,
2015Q01,EXPENSES,Adminstrative,Insurance,"",,
2015Q01,EXPENSES,Adminstrative,Meals and entertainment,"",,
2015Q01,EXPENSES,Adminstrative,Outside services,"",,
2015Q01,EXPENSES,Adminstrative,Rent,"",,
2015Q01,EXPENSES,Adminstrative,Repairs and maintence,"",,
2015Q01,EXPENSES,Adminstrative,Supplies,"",,
2015Q01,EXPENSES,Adminstrative,Telephone,"",,
2015Q01,EXPENSES,Adminstrative,Utilities,"",,
2015Q01,EXPENSES,Adminstrative,Wages and salaries,"",,
2015Q01,EXPENSES,Adminstrative,Web site consultancy,"",,
2015Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2015Q01,EXPENSES,Adminstrative,Web site maintence,"",,
2015Q01,EXPENSES,Development,Patents,"",,
2015Q01,EXPENSES,Development,Technology Rental,"",,
2015Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2015Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2015Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2015Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2015Q01,Non-Operation Income,Gifts and Dotions,"","",,
2015Q01,Non-Operation Income,Interest,"","",,
2015Q01,Non-Operation Income,Other Income,"","",,
2015Q01,Non-Operation Income,Rental,"","",,
2015Q01,Sales Revenue,Hot Blanket,"","",,
2015Q01,Sales Revenue,Kitty Box,"","",,
2015Q01,Sales Revenue,Maxi Dog,"","",,
2015Q01,Sales Revenue,Muis Huis,"","",,
2015Q01,Sales Revenue,Water Jug,"","",,
2014Q04,Cost of Sales,Hot Blanket,"","",,
2014Q04,Cost of Sales,Kitty Box,"","",,
2014Q04,Cost of Sales,Maxi Dog,"","",,
2014Q04,Cost of Sales,Muis Huis,"","",,
2014Q04,Cost of Sales,Water Jug,"","",,
2014Q04,EXPENSES,Adminstrative,Depreciation,"",,
2014Q04,EXPENSES,Adminstrative,Insurance,"",,
2014Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
2014Q04,EXPENSES,Adminstrative,Outside services,"",,
2014Q04,EXPENSES,Adminstrative,Rent,"",,
2014Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2014Q04,EXPENSES,Adminstrative,Supplies,"",,
2014Q04,EXPENSES,Adminstrative,Telephone,"",,
2014Q04,EXPENSES,Adminstrative,Utilities,"",,
2014Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2014Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2014Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2014Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2014Q04,EXPENSES,Development,Patents,"",,
2014Q04,EXPENSES,Development,Technology Rental,"",,
2014Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2014Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2014Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2014Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2014Q04,Non-Operation Income,Gifts and Dotions,"","",,
2014Q04,Non-Operation Income,Interest,"","",,
2014Q04,Non-Operation Income,Other Income,"","",,
2014Q04,Non-Operation Income,Rental,"","",,
2014Q04,Sales Revenue,Hot Blanket,"","",,
2014Q04,Sales Revenue,Kitty Box,"","",,
2014Q04,Sales Revenue,Maxi Dog,"","",,
2014Q04,Sales Revenue,Muis Huis,"","",,
2014Q04,Sales Revenue,Water Jug,"","",,
2014Q03,Cost of Sales,Hot Blanket,"","",,
2014Q03,Cost of Sales,Kitty Box,"","",,
2014Q03,Cost of Sales,Maxi Dog,"","",,
2014Q03,Cost of Sales,Muis Huis,"","",,
2014Q03,Cost of Sales,Water Jug,"","",,
2014Q03,EXPENSES,Adminstrative,Depreciation,"",,
2014Q03,EXPENSES,Adminstrative,Insurance,"",,
2014Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2014Q03,EXPENSES,Adminstrative,Outside services,"",,
2014Q03,EXPENSES,Adminstrative,Rent,"",,
2014Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2014Q03,EXPENSES,Adminstrative,Supplies,"",,
2014Q03,EXPENSES,Adminstrative,Telephone,"",,
2014Q03,EXPENSES,Adminstrative,Utilities,"",,
2014Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2014Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2014Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2014Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2014Q03,EXPENSES,Development,Patents,"",,
2014Q03,EXPENSES,Development,Technology Rental,"",,
2014Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2014Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2014Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2014Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2014Q03,Non-Operation Income,Gifts and Dotions,"","",,
2014Q03,Non-Operation Income,Interest,"","",,
2014Q03,Non-Operation Income,Other Income,"","",,
2014Q03,Non-Operation Income,Rental,"","",,
2014Q03,Sales Revenue,Hot Blanket,"","",,
2014Q03,Sales Revenue,Kitty Box,"","",,
2014Q03,Sales Revenue,Maxi Dog,"","",,
2014Q03,Sales Revenue,Muis Huis,"","",,
2014Q03,Sales Revenue,Water Jug,"","",,
2014Q02,Cost of Sales,Hot Blanket,"","",,
2014Q02,Cost of Sales,Kitty Box,"","",,
2014Q02,Cost of Sales,Maxi Dog,"","",,
2014Q02,Cost of Sales,Muis Huis,"","",,
2014Q02,Cost of Sales,Water Jug,"","",,
2014Q02,EXPENSES,Adminstrative,Depreciation,"",,
2014Q02,EXPENSES,Adminstrative,Insurance,"",,
2014Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2014Q02,EXPENSES,Adminstrative,Outside services,"",,
2014Q02,EXPENSES,Adminstrative,Rent,"",,
2014Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2014Q02,EXPENSES,Adminstrative,Supplies,"",,
2014Q02,EXPENSES,Adminstrative,Telephone,"",,
2014Q02,EXPENSES,Adminstrative,Utilities,"",,
2014Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2014Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2014Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2014Q02,EXPENSES,Adminstrative,Web site maintence,"",,
2014Q02,EXPENSES,Development,Patents,"",,
2014Q02,EXPENSES,Development,Technology Rental,"",,
2014Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2014Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2014Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2014Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2014Q02,Non-Operation Income,Gifts and Dotions,"","",,
2014Q02,Non-Operation Income,Interest,"","",,
2014Q02,Non-Operation Income,Other Income,"","",,
2014Q02,Non-Operation Income,Rental,"","",,
2014Q02,Sales Revenue,Hot Blanket,"","",,
2014Q02,Sales Revenue,Kitty Box,"","",,
2014Q02,Sales Revenue,Maxi Dog,"","",,
2014Q02,Sales Revenue,Muis Huis,"","",,
2014Q02,Sales Revenue,Water Jug,"","",,
2014Q01,Cost of Sales,Hot Blanket,"","",,
2014Q01,Cost of Sales,Kitty Box,"","",,
2014Q01,Cost of Sales,Maxi Dog,"","",,
2014Q01,Cost of Sales,Muis Huis,"","",,
2014Q01,Cost of Sales,Water Jug,"","",,
2014Q01,EXPENSES,Adminstrative,Depreciation,"",,
2014Q01,EXPENSES,Adminstrative,Insurance,"",,
2014Q01,EXPENSES,Adminstrative,Meals and entertainment,"",,
2014Q01,EXPENSES,Adminstrative,Outside services,"",,
2014Q01,EXPENSES,Adminstrative,Rent,"",,
2014Q01,EXPENSES,Adminstrative,Repairs and maintence,"",,
2014Q01,EXPENSES,Adminstrative,Supplies,"",,
2014Q01,EXPENSES,Adminstrative,Telephone,"",,
2014Q01,EXPENSES,Adminstrative,Utilities,"",,
2014Q01,EXPENSES,Adminstrative,Wages and salaries,"",,
2014Q01,EXPENSES,Adminstrative,Web site consultancy,"",,
2014Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2014Q01,EXPENSES,Adminstrative,Web site maintence,"",,
2014Q01,EXPENSES,Development,Patents,"",,
2014Q01,EXPENSES,Development,Technology Rental,"",,
2014Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2014Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2014Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2014Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2014Q01,Non-Operation Income,Gifts and Dotions,"","",,
2014Q01,Non-Operation Income,Interest,"","",,
2014Q01,Non-Operation Income,Other Income,"","",,
2014Q01,Non-Operation Income,Rental,"","",,
2014Q01,Sales Revenue,Hot Blanket,"","",,
2014Q01,Sales Revenue,Kitty Box,"","",,
2014Q01,Sales Revenue,Maxi Dog,"","",,
2014Q01,Sales Revenue,Muis Huis,"","",,
2014Q01,Sales Revenue,Water Jug,"","",,
2013Q04,Cost of Sales,Hot Blanket,"","",,
2013Q04,Cost of Sales,Kitty Box,"","",,
2013Q04,Cost of Sales,Maxi Dog,"","",,
2013Q04,Cost of Sales,Muis Huis,"","",,
2013Q04,Cost of Sales,Water Jug,"","",,
2013Q04,EXPENSES,Adminstrative,Depreciation,"",,
2013Q04,EXPENSES,Adminstrative,Insurance,"",,
2013Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
